MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	102.54224	Sec	7/5/2010 1:24:13 PM
Axial Displacement	Axial Force	Axial Strain	Time
mm	N	mm/mm	Sec
0.030708918	211.04015	-0.18577139	43.080811
0.030808741	216.82793	-0.18576451	43.180908
0.032477904	222.31564	-0.18581922	43.281006
0.03285937	225.44437	-0.18587217	43.381104
0.033484738	229.20288	-0.18586235	43.481201
0.034140799	231.68529	-0.18579058	43.581299
0.035100468	236.47125	-0.18568268	43.681396
0.036489464	240.67641	-0.1856374	43.781494
0.036907811	245.10538	-0.18565933	43.881592
0.037958123	248.22758	-0.18573636	43.981689
0.039180871	250.30661	-0.18579374	44.081787
0.038939591	253.54999	-0.18576857	44.181885
0.039483823	255.95633	-0.18567128	44.281982
0.040186681	260.8027	-0.18558855	44.38208
0.041230027	265.97421	-0.18555029	44.482178
0.043535911	270.01334	-0.18559347	44.582275
0.043151658	274.2789	-0.18565471	44.682373
0.043321144	276.91989	-0.18569116	44.782471
0.043950979	278.50391	-0.18564871	44.882568
0.045368046	283.9614	-0.18554528	44.982666
0.045915555	289.45529	-0.18546598	45.082764
0.048087686	292.27359	-0.18546696	45.182861
0.048392564	295.78406	-0.18551889	45.282959
0.049447916	298.74347	-0.18557756	45.383057
0.049844299	300.95007	-0.1855942	45.483154
0.050311368	303.82928	-0.18553726	45.583252
0.051613983	306.79736	-0.18544322	45.68335
0.051798876	311.8732	-0.18538162	45.783447
0.053562168	316.07074	-0.18539122	45.883545
0.054245234	321.46747	-0.18545628	45.983643
0.054836508	324.22516	-0.18551026	46.08374
0.054759469	329.00095	-0.18550125	46.183838
0.056730274	330.48615	-0.18542771	46.283936
0.056437649	335.26248	-0.18532781	46.384033
0.057352077	339.41995	-0.18528895	46.484131
0.060426589	344.21155	-0.18531667	46.584229
0.060118064	346.80969	-0.18539201	46.684326
0.059464503	349.81943	-0.18542129	46.784424
0.061070684	352.66187	-0.18540296	46.884521
0.061055604	356.49677	-0.18532661	46.984619
0.062130339	360.00415	-0.18522294	47.084717
0.06362965	365.25854	-0.18517925	47.184814
0.064364761	367.9422	-0.1852657	47.284912
0.065320618	371.5575	-0.18531618	47.38501
0.066646874	375.34576	-0.18533953	47.485107
0.066523857	377.49631	-0.1853016	47.585205
0.067702718	381.26892	-0.18520197	47.685303
0.067980222	386.76575	-0.18512741	47.7854
0.069223173	391.44437	-0.18512082	47.885498
0.070642002	395.7265	-0.18517756	47.985596
0.071173616	398.62433	-0.18523529	48.085693
0.070683472	401.33865	-0.1852382	48.185791
0.071852297	404.59418	-0.18517467	48.285889
0.073307186	408.37686	-0.18508783	48.385986
0.073643573	413.09927	-0.18502921	48.486084
0.075575858	418.16187	-0.18504679	48.586182
0.075560287	421.36459	-0.18510777	48.686279
0.076386325	423.96097	-0.18516506	48.786377
0.077501915	425.84879	-0.18514992	48.886475
0.077619158	430.22565	-0.18507156	48.986572
0.078107454	435.4834	-0.18497893	49.08667
0.079764284	440.66367	-0.18493725	49.186768
0.080818407	444.57611	-0.18497214	49.286865
0.081111483	449.74808	-0.18503287	49.386963
0.082383774	451.67447	-0.1850621	49.487061
0.081736565	454.80042	-0.18504128	49.587158
0.083323933	458.22839	-0.18495502	49.687256
0.083817683	463.13821	-0.18486997	49.787354
0.085170455	469.17047	-0.18484154	49.887451
0.085704073	474.42435	-0.18488775	49.987549
0.087003693	478.47269	-0.18494974	50.087646
0.087565467	479.4278	-0.18497857	50.187744
0.088037618	482.44882	-0.18492387	50.287842
0.08903531	488.19232	-0.18481927	50.387939
0.090830401	492.85333	-0.18475311	50.488037
0.090848267	497.91977	-0.18474613	50.588135
0.092086382	501.57959	-0.18480976	50.688232
0.092073761	504.45337	-0.18486845	50.78833
0.092515387	507.23999	-0.18486707	50.888428
0.093980685	511.7182	-0.18480445	50.988525
0.09530846	515.85931	-0.18471128	51.088623
0.095191427	520.11072	-0.18465774	51.188721
0.096728109	523.98114	-0.18467347	51.288818
0.098000892	526.61682	-0.18474017	51.388916
0.097804807	529.77313	-0.18478847	51.489014
0.098652482	532.47577	-0.18476823	51.589111
0.099044524	534.83252	-0.18469027	51.689209
0.10055838	539.86798	-0.18460716	51.789307
0.10128213	543.17322	-0.18457514	51.889404
0.10226066	547.85876	-0.18460581	51.989502
0.10276751	549.2771	-0.18467952	52.0896
0.10394142	551.84912	-0.18471248	52.189697
0.104797	554.27435	-0.18468092	52.289795
0.10528862	556.013	-0.18460177	52.389893
0.10553518	560.51935	-0.18451788	52.48999
0.10727421	563.97327	-0.18450947	52.590088
0.10808481	565.52252	-0.18456189	52.690186
